range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,r_iw_a_ifo002,q_ai_ifo002,r_iw_a_ifo003,q_ai_ifo003,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
2.0514461629139658,11,31,2455180914.353372,97228334.26090764,97534672.30628891,2455487266.013457,99073390.25500686,2457025983.584563,-84.9529037475586,-83.52020263671875,0.0557999983429908,-0.0948999971151351,[-0.05848105  0.0519731   0.12978209],[0.01473384 0.00300015 0.00100071 0.99988644],[0.02139488 2.25923777 0.11031215],[-0.00338576  0.00203678  0.00112135  0.99999156],[ 0.00998573 -2.03677358  0.1402036 ],[ 0.0076414  -0.00499428 -0.00220202  0.9999559 ],2.0938908364248863,-0.0424446735109205,"(11, 31)",306352.06956100464,306337.7341246009,1538717.494866848,1538717.9487179518,2.1617000102996826,0.0678091738747963,2455180914.275341,97534672.28816104,99073390.236879,97228334.55403644,2455487266.3449025,2457025983.8397694,0.2002178285517985,3.1043622493743896
4.315533391115048,21,31,8338051219.052434,6649265671.539461,6649572012.049888,8338357587.679606,6651110729.998606,8339896302.202551,-90.02559661865234,-89.39730072021484,2.1559998989105225,-2.025599956512451,[-0.20427943  0.06398808  0.98883082],[0.01765155 0.02368294 0.19084424 0.98117581],[0.07143164 2.25540753 1.03130088],[ 0.01351874 -0.00298006  0.2330849   0.97235779],[ 0.16227745 -1.96422532  0.9973692 ],[ 0.00627261 -0.01263476  0.19438723  0.98082341],4.2111962387531445,0.1043371523619036,"(21, 31)",306369.34720516205,306340.4415817261,1538714.17705822,1538717.948718071,4.443999767303467,0.2328035285503222,8338051218.762538,6649572012.03176,6651110729.980478,6649265671.5901785,8338357588.109743,8339896302.286801,0.1837090421259538,9.655603408813477
1.83690739711676,10,31,8565397452.8181715,7282700554.4113,7283006451.152454,8565703361.929955,7284545169.101172,8567242080.444191,-81.66459655761719,-83.1854019165039,-0.3109999895095825,-0.1209999993443489,[-0.16157598  0.04566457  1.03294997],[0.02599863 0.02853522 0.15272955 0.98751365],[0.05567694 2.17836955 1.16751816],[ 0.03958757 -0.01604264  0.26600734  0.96302391],[ 0.11797422 -1.94882983  1.08139153],[ 0.00630451 -0.017325    0.21794209  0.9757875 ],1.79174307505498,0.0451643220617798,"(10, 31)",305909.50207805634,305896.7159948349,1538718.433869362,1538717.948718071,1.90149998664856,0.1097569115935801,8565397452.736898,7283006451.134327,7284545169.083045,7282700554.418332,8565703362.238976,8567242080.672846,0.1719568118809598,10.304457426071169
3.861361344090892,20,31,10311215938.394169,7948569660.761674,7948876106.601176,10311522410.20752,7950414824.549894,10313061129.19007,-91.98560333251952,-91.25550079345705,-0.8464999794960022,0.5224000215530396,[-0.0249127  -0.00214268  1.08354174],[0.00146997 0.00290533 0.09229273 0.99572567],[0.01214382 1.94907593 1.38652909],[-0.01353682  0.00408981  0.4431494   0.89633538],[ 0.00494983 -1.9662556   1.33495147],[9.18012100e-03 1.52611368e-04 3.55526286e-01 9.34620371e-01],3.951622281423189,-0.0902609373322969,"(20, 31)",306471.9645175934,306445.8602514267,1538718.903371811,1538717.948718071,3.88319993019104,-0.0684223512321491,10311215938.31383,7948876106.583049,7950414824.531767,7948569660.722797,10311522410.278349,10313061129.18172,0.1836414867025292,11.023133277893066
2.561124605192297,11,31,15940115209.225222,13514952827.951534,13515259744.421717,15940422142.392792,13516798462.370436,15941960858.367594,-89.03079986572266,-88.56770324707031,1.1770999431610107,-1.3271000385284424,[0.04011755 0.07429735 1.13534044],[ 0.02753597 -0.01297297 -0.6074279   0.79378937],[0.00882828 2.04737174 1.52466814],[ 4.70539250e-04 -3.00845428e-03  9.88256893e-01  1.52767323e-01],[-0.04665763 -2.05858556  1.47184663],[ 0.00916075 -0.00186677  0.99053677  0.13692848],2.552629586762761,0.0084950184295355,"(11, 31)",306933.45289993286,306916.3474063873,1538715.8985614777,1538717.948719025,2.624500036239624,0.0718704494768625,15940115209.147192,13515259744.40359,13516798462.352308,13514952828.056185,15940422142.600092,15941960858.498652,0.184793266316329,16.623356342315674
3.633633334356319,21,31,23222296803.98824,21533539392.66108,21533878686.72933,23222636121.76676,21535417404.678043,23224174837.275658,-85.2301025390625,-85.72370147705078,1.6819000244140625,-1.8523999452590945,[-1.73679956  1.75315267  1.11377477],[ 0.01492979 -0.02005718  0.98078343  0.19348463],[1.68600073 1.71133474 0.99698596],[-0.00818651  0.01052848 -0.35622336  0.9343053 ],[ 1.66727942 -1.74724202  1.45582443],[-0.02077049  0.0059132  -0.83298978  0.55286634],3.6527766343111634,-0.0191432999548442,"(21, 31)",339318.69115448,339293.7606430054,1538715.1630096436,1538717.94871521,3.827899932861328,0.1751232985501647,23222296803.69834,21533878686.7112,21535417404.65992,21533539392.95056,23222636122.389496,23224174837.552505,0.1973085767456653,24.68916869163513
5.226539428574029,10,31,23450322540.95909,22167633248.56785,22167938045.70367,23450627372.657303,22169476763.65239,23452166089.01184,-87.21749877929688,-85.69339752197266,0.5830000042915344,-0.9713000059127808,[-1.73450038  1.70217148  1.12651362],[0.0022555  0.00837035 0.92828837 0.37175965],[1.70815647 1.76536368 0.99804286],[-4.42366298e-04  8.60198881e-03 -2.32123253e-01  9.72647761e-01],[ 1.73197387 -1.75185629  1.44931021],[-0.00363198 -0.00358494 -0.76455389  0.64453934],5.088684378516241,0.1378550500577882,"(10, 31)",304832.1376724243,304796.9094314575,1538716.2741622925,1538717.948719025,5.328700065612793,0.2400156870965517,23450322540.87782,22167938045.685543,22169476763.634266,22167633248.77611,23450627373.01549,23452166089.289654,0.1928544396916311,25.380536556243896
3.186338808530539,20,31,25503279736.47093,23140640752.17062,23140946531.28057,25503585536.440105,23142485249.22929,25505124252.355247,-85.9845962524414,-85.00969696044922,1.0830999612808228,-1.830000042915344,[-1.74166665  1.67198799  1.12806514],[0.00326413 0.00611653 0.83877996 0.54442494],[1.75305137 1.7670522  0.99209863],[ 3.04530229e-03  2.65808294e-04 -2.08988142e-01  9.77913305e-01],[ 1.79918307 -1.77963133  1.46563272],[ 0.00275553 -0.01830698 -0.73079972  0.68234034],3.253750863030005,-0.0674120544994658,"(20, 31)",305800.4212989807,305778.8242416382,1538715.8359642029,1538717.948719025,3.2992000579833984,0.0454491949533935,25503279736.390594,23140946531.262444,23142485249.211163,23140640752.4382,25503585536.811893,25505124252.647858,0.1973087811937531,26.38346672058105
3.775384963712379,21,31,38570015618.09044,37015715682.82912,37016076098.58794,38570376058.49765,37017614816.53666,38571914774.1161,-89.2699966430664,-88.01640319824219,1.245100021362305,-1.47979998588562,[1.72866323 1.76711526 1.09608589],[ 0.0800324  -0.02463103 -0.32988267  0.94030047],[-1.71149361 -1.70625514  1.50082986],[-0.03962231 -0.07159592 -0.8408436   0.53504662],[ 1.69025985 -0.07307742  0.98106522],[0.02075903 0.00619848 0.98522507 0.1698838 ],3.5768748825236947,0.1985100811886844,"(21, 31)",360441.2059326172,360415.6494140625,1538715.2725601196,1538717.94871521,3.9235999584198,0.3467250758961051,38570015617.80055,37016076098.56982,37017614816.51853,37015715682.9204,38570376059.00648,38571914774.27904,0.1851522047448136,40.30035328865051
1.628860191644672,10,31,38959230722.04848,37810987213.40277,37811292797.30587,38959536316.53901,37812831515.25459,38961075033.06569,-82.77739715576172,-82.81729888916016,0.8791000247001648,-0.8054999709129333,[1.42364051 1.49767895 1.3532109 ],[ 0.03178522 -0.00311297 -0.46235383  0.88611895],[-1.76314944 -1.23128298  1.542507  ],[-0.01608951 -0.02110173 -0.64319874  0.76523763],[ 1.76218805 -0.09379205  0.95938692],[-0.00285029  0.0136878   0.99962232  0.02364414],1.6804781531177115,-0.0516179614730394,"(10, 31)",305594.842376709,305583.69953918457,1538716.4463119507,1538717.9487228394,1.714400053024292,0.0339218999065804,38959230721.9672,37811292797.28774,37812831515.23647,37810987213.5882,38959536316.80958,38961075033.25589,0.1848702366162352,41.10645604133606
