range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
5.188327254158914,10,5,308299239.6771268,66191495.43938631,66496018.76658057,308603798.380794,818326.4588882556,310142520.1358181,-86.9905014038086,-86.88420104980469,-3.0332999229431152,2.515500068664551,[-0.01502802 -0.00623914  0.12958321],[0.01071212 0.00143187 0.02335601 0.99966878],5.113144417686126,0.0751828364727877,"(10, 5)",304559.09142130613,304522.3920773268,1538722.0646784902,-65677692.30769231,5.377299785614014,0.2641553679278878,308299239.5958533,66496018.442007214,818326.1343149039,66191496.04992989,308603798.68727463,310142520.7519531,0.1903506003819007,0.6134734153747559
4.710173879603556,11,5,773938534.5456781,61513963.9895955,61818110.11273441,774242712.8248472,63356828.06145236,775781434.434893,-82.62999725341797,-82.4574966430664,-2.849800109863281,2.5071001052856445,[-0.01509186 -0.00620638  0.12952861],[1.10477271e-02 8.53221768e-04 2.36730909e-02 9.99658284e-01],4.697546123918703,0.0126277556848526,"(11, 5)",304178.57634723186,304145.2417618185,1538721.923828125,1538717.9487179518,4.877399921417236,0.1798537974985334,773938534.4676481,61818109.788161054,63356827.736879006,61513964.54639924,774242713.0439954,775781434.9678235,0.1779825089513807,2.0853071212768555
4.749427874364609,11,5,3244438342.237985,44999717.17581561,45303927.42042672,3244742584.863603,46842645.36914466,3246281306.285848,-82.42890167236328,-82.87049865722656,-2.7641000747680664,2.4316000938415527,[-0.01500091 -0.00623936  0.12957116],[0.01119702 0.00180472 0.02329712 0.99966425],4.697352833973754,0.0520750403908554,"(11, 5)",304242.9762620926,304209.3912760392,1538721.7360277176,1538717.9487179443,4.920499801635742,0.2231469676619886,3244438342.159955,45303927.095853366,46842645.04457131,44999717.70457733,3244742585.136217,3246281306.872245,0.1809159322123305,4.712187767028809
5.146320297174479,10,5,5241292516.920718,25155183.98242237,25461779.984529283,5241599148.049047,27000497.93324723,5243137869.929272,-86.7020034790039,-86.872802734375,-2.687700033187866,2.841399908065796,[-0.01556113 -0.00614262  0.12977888],[0.0150195  0.00190435 0.02446154 0.99958583],5.112830341107355,0.0334899560671244,"(10, 5)",306631.5166769028,306595.0520833321,1538722.1898784635,1538717.948717948,5.337600231170654,0.2247698900632997,5241292516.839445,25461779.65995593,27000497.60867388,25155184.6078726,5241599148.356122,5243137870.5460005,0.1910074532294251,5.817751884460449
4.580441915584136,11,5,5840934720.443119,20048799.64832734,20353238.31786261,5841239190.385064,21891956.266580563,5842777911.90121,-84.47270202636719,-85.1521987915039,-2.968100070953369,2.730600118637085,[-0.0692385  -0.01833674  0.59435895],[0.0139542  0.00320696 0.11409224 0.99336676],4.532097358716416,0.0483445568677201,"(11, 5)",304470.3869943619,304437.6627604142,1538721.829928398,1538717.948717948,4.788599967956543,0.256502609240127,5840934720.365089,20353237.993289266,21891955.94200721,20048800.330528848,5841239190.752084,5842777912.582012,0.199804845374325,7.423521518707275
4.944645962661166,10,5,7821003686.792526,50634666.21853811,50939352.099913895,7821308406.542381,52478070.04863185,7822847128.892107,-91.0990982055664,-95.4561004638672,-3.197200059890747,2.9056999683380127,[-0.17133687 -0.05391508  0.93917331],[0.01220696 0.01557018 0.26031682 0.96532005],4.801034449932799,0.1436115127283672,"(10, 5)",304719.7703828812,304685.1681440249,1538722.659379959,1538717.9487179518,5.045400142669678,0.2443656927368787,7821003686.711253,50939351.77534054,52478069.724058494,50634666.60719652,7821308406.481636,7822847129.141016,0.184356162121673,8.46355652809143
4.528528070401872,11,5,8251652236.468772,10968589.0917645,11272388.958888257,8251956067.297467,12811106.907606203,8253494789.001412,-89.01920318603516,-89.11540222167969,-3.002500057220459,2.447499990463257,[-0.00682323 -0.00792547  0.96258064],[ 0.01429995 -0.00702953  0.18149894  0.98326117],4.480380822529119,0.0481472478727535,"(11, 5)",303831.08285808563,303799.047225561,1538722.017727852,1538717.948717948,4.680099964141846,0.1997191416127268,8251652236.390742,11272388.634314904,12811106.583032852,10968589.587089345,8251956067.4736,8253494789.491328,0.1843687703059615,9.911624193191528
5.05416253042748,10,5,10213500305.382282,23332426.173423607,23638382.548631847,10213806296.419563,25177100.497349795,10215345019.06664,-87.1854019165039,-84.65229797363281,-3.5380001068115234,3.210200071334839,[-0.02264996  0.02803903  0.95668007],[0.01692923 0.0077473  0.07500096 0.99700927],4.846925106678346,0.2072374237491336,"(10, 5)",305991.4926395416,305955.45059595257,1538722.956729889,1538717.948717948,5.251699924468994,0.4047748177906483,10213500305.301008,23638382.22405849,25177100.17277644,23332426.77346254,10213806296.793648,10215345019.750378,0.1960502857290958,11.011557579040527
4.399063203753534,11,5,10801146483.263657,6231295.156619575,6535137.356324153,10801450355.619797,8073855.305042102,10802989077.621094,-86.14810180664062,-86.43160247802734,-3.4663000106811523,3.1552999019622803,[-0.02195184  0.03373075  0.96245563],[ 0.01908985  0.01497946 -0.14835731  0.98863214],4.399088638255612,-2.5434502077814614e-05,"(11, 5)",303872.7589149475,303841.2240835335,1538722.3150787354,1538717.948717949,4.59630012512207,0.1972114868664585,10801146483.185629,6535137.031750801,8073854.98046875,6231295.807667268,10801450355.944542,10802989078.25962,0.1933451449996729,12.597432851791382
4.984702223105143,10,5,12853989247.68999,42371616.42355461,42677124.535811335,12854294790.064674,44215842.48452928,12855833513.0404,-95.84049987792967,-96.997802734375,-4.3632001876831055,3.4672999382019043,[0.00366328 0.04589748 0.97315948],[ 0.02140669  0.01442766 -0.27820628  0.96017386],4.816558083534352,0.1681441395707903,"(10, 5)",305542.3677883148,305507.5464493185,1538723.2853813171,1538717.9487179443,5.059199810028076,0.2426417264937237,12853989247.608715,42677124.21123798,44215842.159955926,42371616.66478866,12854294789.976503,12855833513.261885,0.1871839608539079,13.763880729675291
