timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.4662656784057617,-2.769697606563568e-05,2.278589308261871e-05,-6.235554814338685e-05
0.48627376556396484,-2.769697606563568e-05,2.248743176460265e-05,-6.180548071861267e-05
0.49825549125671387,-2.75808721780777e-05,2.2368046641349782e-05,-6.209498643875122e-05
0.514275074005127,-2.717451751232148e-05,2.266650795936584e-05,-6.215288639068604e-05
0.5262610912322998,-2.7987226843833924e-05,2.287543416023254e-05,-6.154492497444153e-05
0.5423240661621094,-2.750830948352813e-05,2.253220081329345e-05,-6.193575859069824e-05
0.5550711154937744,-2.775502502918244e-05,2.2935125231742853e-05,-6.223974227905274e-05
0.5671172142028809,-2.7551847696304323e-05,2.2517278790473933e-05,-6.231211423873902e-05
0.5830690860748291,-2.6942315697669985e-05,2.272620201110839e-05,-6.252925395965577e-05
0.5951261520385742,-2.73341566324234e-05,2.2905278205871577e-05,-6.215288639068604e-05
0.6119163036346436,-2.766794860363007e-05,2.2935125231742853e-05,-6.226869225502015e-05
0.6238784790039062,-2.7377694845199582e-05,2.275604903697967e-05,-6.197918057441711e-05
0.6438663005828857,-2.704390287399292e-05,2.224866151809692e-05,-6.199365854263306e-05
0.6534833908081055,-2.7319645881652832e-05,2.2890356183052056e-05,-6.160282492637635e-05
0.6734733581542969,-2.769697606563568e-05,2.31291264295578e-05,-6.171863079071046e-05
0.6894834041595459,-2.774051129817963e-05,2.2606816887855523e-05,-6.190680861473084e-05
0.697472333908081,-2.721805572509766e-05,2.229343056678772e-05,-6.166072487831116e-05
0.7134675979614258,-2.7377694845199582e-05,2.2800818085670467e-05,-6.212393641471864e-05
0.7414686679840088,-2.734867036342621e-05,2.248743176460265e-05,-6.200813055038453e-05
0.7534565925598145,-2.7319645881652832e-05,2.2368046641349782e-05,-6.199365854263306e-05
0.7694575786590576,-2.762441337108612e-05,2.248743176460265e-05,-6.226869225502015e-05
0.7814655303955078,-2.749379873275757e-05,2.2591893374919887e-05,-6.25871479511261e-05
0.797459602355957,-2.749379873275757e-05,2.253220081329345e-05,-6.174758076667786e-05
0.813586950302124,-2.7377694845199582e-05,2.242773920297622e-05,-6.244239807128906e-05
0.8414738178253174,-2.7522820234298707e-05,2.2815740108489984e-05,-6.22542142868042e-05
0.8535668849945068,-2.721805572509766e-05,2.2815740108489984e-05,-6.216736435890198e-05
0.8694989681243896,-2.7479285001754763e-05,2.269635498523712e-05,-6.22542142868042e-05
0.885469913482666,-2.756636142730713e-05,2.2994819283485408e-05,-6.154492497444153e-05
0.9014639854431152,-2.6942315697669985e-05,2.265158593654632e-05,-6.216736435890198e-05
0.9135231971740723,-2.720354199409485e-05,2.2920203208923336e-05,-6.115408539772034e-05
0.925462007522583,-2.75808721780777e-05,2.242773920297622e-05,-6.173310279846192e-05
0.9414820671081543,-2.74067223072052e-05,2.275604903697967e-05,-6.181995272636414e-05
0.9534580707550049,-2.7522820234298707e-05,2.256204783916473e-05,-6.26450538635254e-05
0.969480037689209,-2.768246233463288e-05,2.3248511552810665e-05,-6.142911911010742e-05
0.9814741611480713,-2.73341566324234e-05,2.265158593654632e-05,-6.218184232711792e-05
0.9975521564483643,-2.727610766887665e-05,2.286050915718078e-05,-6.218184232711792e-05
1.0094630718231201,-2.7232569456100465e-05,2.297989428043365e-05,-6.23410701751709e-05
1.0254733562469482,-2.768246233463288e-05,2.2517278790473933e-05,-6.221079230308532e-05
1.0414702892303467,-2.73341566324234e-05,2.2815740108489984e-05,-6.124094128608704e-05
1.054253339767456,-2.7653437852859497e-05,2.306943386793136e-05,-6.215288639068604e-05
1.0702602863311768,-2.73341566324234e-05,2.284558713436126e-05,-6.19502305984497e-05
1.0822882652282715,-2.720354199409485e-05,2.286050915718078e-05,-6.154492497444153e-05
1.0982534885406494,-2.771148979663849e-05,2.2368046641349782e-05,-6.238449811935425e-05
1.1102824211120605,-2.721805572509766e-05,2.2591893374919887e-05,-6.109618544578553e-05
1.1262776851654053,-2.779856324195862e-05,2.2382968664169303e-05,-6.19502305984497e-05
1.142282485961914,-2.787112891674042e-05,2.2890356183052056e-05,-6.15883469581604e-05
1.1582822799682617,-2.760989665985108e-05,2.314404845237732e-05,-6.155939698219299e-05
1.1702635288238525,-2.7160006761550905e-05,2.275604903697967e-05,-6.171863079071046e-05
1.186272382736206,-2.7319645881652832e-05,2.2770971059799188e-05,-6.22542142868042e-05
1.1982614994049072,-2.681170105934144e-05,2.3009741306304925e-05,-6.137121319770814e-05
1.2151951789855957,-2.742123305797577e-05,2.3233588039875022e-05,-6.163177490234376e-05
1.2390882968902588,-2.768246233463288e-05,2.3263433575630183e-05,-6.161729693412782e-05
1.2550551891326904,-2.7929177880287173e-05,2.330820411443709e-05,-6.151596903800965e-05
1.267113208770752,-2.749379873275757e-05,2.311420440673828e-05,-6.19502305984497e-05
1.2830681800842285,-2.7392208576202392e-05,2.306943386793136e-05,-6.216736435890198e-05
1.2951021194458008,-2.7377694845199582e-05,2.3084357380867e-05,-6.109618544578553e-05
1.3150665760040283,-2.749379873275757e-05,2.335297316312789e-05,-6.197918057441711e-05
1.3238646984100342,-2.73341566324234e-05,2.344251275062561e-05,-6.199365854263306e-05
1.348658561706543,-2.698585093021393e-05,2.3412665724754327e-05,-6.186338663101197e-05
1.3566515445709229,-2.750830948352813e-05,2.318881899118423e-05,-6.212393641471864e-05
1.3687748908996582,-2.749379873275757e-05,2.3009741306304925e-05,-6.18923306465149e-05
1.3886525630950928,-2.6797187328338623e-05,2.2905278205871577e-05,-6.177653074264527e-05
1.400653600692749,-2.73341566324234e-05,2.2741124033927912e-05,-6.17041528224945e-05
1.4166576862335205,-2.7000367641448977e-05,2.2950047254562373e-05,-6.229764223098755e-05
1.4246647357940674,-2.74067223072052e-05,2.2621738910675043e-05,-6.248582601547242e-05
1.4406535625457764,-2.7377694845199582e-05,2.26366639137268e-05,-6.257267594337463e-05
1.456784725189209,-2.724708318710327e-05,2.2741124033927912e-05,-6.263057589530946e-05
1.468653678894043,-2.7595385909080505e-05,2.2920203208923336e-05,-6.231211423873902e-05
1.4848206043243408,-2.73341566324234e-05,2.305451035499572e-05,-6.222526431083679e-05
1.4966607093811035,-2.729061841964722e-05,2.26814329624176e-05,-6.238449811935425e-05
1.5127248764038086,-2.718903124332428e-05,2.297989428043365e-05,-6.190680861473084e-05
1.5246670246124268,-2.7653437852859497e-05,2.2905278205871577e-05,-6.27029538154602e-05
1.5446569919586182,-2.7653437852859497e-05,2.266650795936584e-05,-6.208051443099975e-05
1.552664041519165,-2.750830948352813e-05,2.2576969861984247e-05,-6.257267594337463e-05
1.5686709880828857,-2.7914664149284363e-05,2.248743176460265e-05,-6.209498643875122e-05
1.584778070449829,-2.785661518573761e-05,2.26814329624176e-05,-6.25581979751587e-05
1.5967292785644531,-2.7813076972961428e-05,2.248743176460265e-05,-6.181995272636414e-05
1.6167020797729492,-2.749379873275757e-05,2.2382968664169303e-05,-6.199365854263306e-05
1.6286718845367432,-2.7479285001754763e-05,2.253220081329345e-05,-6.19502305984497e-05
1.6407790184020996,-2.7726000547409057e-05,2.2994819283485408e-05,-6.180548071861267e-05
1.6606578826904297,-2.775502502918244e-05,2.266650795936584e-05,-6.18923306465149e-05
1.66947603225708,-2.7130979299545288e-05,2.2770971059799188e-05,-6.17041528224945e-05
1.6814699172973633,-2.749379873275757e-05,2.230835407972336e-05,-6.210946440696717e-05
1.6975181102752686,-2.717451751232148e-05,2.272620201110839e-05,-6.167519688606262e-05
1.709486961364746,-2.779856324195862e-05,2.244266271591185e-05,-6.213841438293458e-05
1.7254915237426758,-2.771148979663849e-05,2.2621738910675043e-05,-6.223974227905274e-05
1.7414915561676025,-2.811784446239472e-05,2.287543416023254e-05,-6.186338663101197e-05
1.7574715614318848,-2.749379873275757e-05,2.2591893374919887e-05,-6.209498643875122e-05
1.769500494003296,-2.7377694845199582e-05,2.2188968956470485e-05,-6.163177490234376e-05
1.7894744873046875,-2.720354199409485e-05,2.256204783916473e-05,-6.209498643875122e-05
1.797464370727539,-2.7072930335998538e-05,2.2621738910675043e-05,-6.232659816741943e-05
1.813476800918579,-2.7232569456100465e-05,2.266650795936584e-05,-6.171863079071046e-05
1.8390567302703857,-2.768246233463288e-05,2.2397892177104943e-05,-6.245687007904053e-05
1.8519117832183838,-2.718903124332428e-05,2.250235378742217e-05,-6.310826539993286e-05
1.867872714996338,-2.685523927211761e-05,2.2412815690040585e-05,-6.245687007904053e-05
1.8839914798736572,-2.7972716093063355e-05,2.265158593654632e-05,-6.22542142868042e-05
1.895857810974121,-2.756636142730713e-05,2.242773920297622e-05,-6.265953183174134e-05
1.91192626953125,-2.7232569456100465e-05,2.287543416023254e-05,-6.26740038394928e-05
1.923865556716919,-2.7160006761550905e-05,2.3039588332176204e-05,-6.18923306465149e-05
1.9398624897003174,-2.726159393787384e-05,2.26366639137268e-05,-6.212393641471864e-05
1.952061414718628,-2.726159393787384e-05,2.26366639137268e-05,-6.157387495040893e-05
1.967869520187378,-2.7551847696304323e-05,2.254712432622909e-05,-6.113961338996888e-05
1.9878854751586914,-2.7305132150650025e-05,2.254712432622909e-05,-6.151596903800965e-05
1.9958574771881104,-2.736318111419678e-05,2.2606816887855523e-05,-6.128436326980591e-05
2.0119435787200928,-2.7726000547409057e-05,2.265158593654632e-05,-6.193575859069824e-05
2.023867607116699,-2.695682644844056e-05,2.235312312841415e-05,-6.137121319770814e-05
2.039855480194092,-2.711646556854248e-05,2.305451035499572e-05,-6.197918057441711e-05
2.0558536052703857,-2.7479285001754763e-05,2.275604903697967e-05,-6.164624691009522e-05
