range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_Husky,q_ai_Husky,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp,Time
2.1787308510403895,20,5,39468814.99670388,49398286.801441744,49702212.676836975,39772756.611190364,51240930.62555493,41311480.63427927,-88.84629821777344,-88.91600036621094,-4.609099864959717,3.829499959945679,[0. 0. 0.],[0. 0. 0. 1.],3.059692769990478,-0.7252928314071041,"(20, 5)",303941.8851412311,303925.04569811374,1538724.3339342922,1538717.9487179518,2.334399938583374,-0.7252928314071041,39468814.91636618,49702212.35226362,51240930.300981574,49398287.30656551,39772756.80150741,41311481.135441706,0.1846470980519573,1770935320.5739098,1770935320.5739098
1.766455686194323,21,5,34929087.64215987,49497209.61191809,49880193.44606774,35312083.65459593,51418911.394785695,36850803.1711335,-81.80650329589844,-82.27539825439453,-1.4667999744415283,0.9397000074386596,[0. 0. 0.],[0. 0. 0. 1.],2.7001653466200923,-0.7106653008437251,"(21, 5)",382996.76357171685,382983.0854366943,1538719.5606720746,1538717.9487179518,1.9895000457763672,-0.7106653008437251,34929087.35226362,49880193.12149439,51418911.07021234,49497210.036057696,35312084.11583534,36850803.67650741,0.15909388757627224,1770935320.6411624,1770935320.6411624
1.7124695676463568,30,5,18239095.518193424,31722167.065759454,32026379.343503643,18543319.817970473,33565097.29222159,20082040.772369687,-81.22339630126953,-80.3584976196289,-2.1270999908447266,2.246299982070923,[0. 0. 0.],[0. 0. 0. 1.],3.307452451537286,-1.4940524214011774,"(30, 5)",304224.38401442394,304211.644881811,1538721.172626201,1538717.948717948,1.8134000301361084,-1.4940524214011774,18239095.365084134,32026379.01893029,33565096.96764824,31722167.37404848,18543319.749098558,20082040.92172476,0.08761489155257546,1770935320.6905844,1770935320.6905844
1.689756816489312,31,5,15013310.126801739,26260078.759570356,26565738.317862615,15318981.800943313,28104456.266580563,16857703.976401545,-81.92130279541016,-82.49510192871094,-3.3238000869750977,3.3610999584198,[0. 0. 0.],[0. 0. 0. 1.],2.987940860432817,-1.1695408350650802,"(31, 5)",305671.8405699115,305658.7884364985,1538722.5654797684,1538717.948717948,1.8184000253677368,-1.1695408350650802,15013310.108673878,26565737.993289262,28104455.94200721,26260079.204852764,15318981.94924379,16857704.514723558,0.1659710844641315,1770935320.75244,1770935320.75244
3.191287967120795,20,11,273428037.7531141,11687292.470561842,11991106.661062898,273731873.67316973,13529824.609780848,6404952.790189289,-83.93890380859375,-83.62090301513672,-1.6734999418258667,1.299100041389465,[0. 0. 0.],[0. 0. 0. 1.],7.238867807619097,-3.9196677687091848,"(20, 11)",303836.3412710428,303813.758263221,-267326920.88591743,1538717.94871795,3.319200038909912,-3.9196677687091848,273428037.6727764,11991106.583032852,13529824.531750802,11687292.824769631,273731874.01404744,6404953.128130008,0.19871342538760728,1770935320.8078187,1770935320.8078187
3.5221712447901097,21,11,261923374.50113422,4822178.652993478,5128526.53285777,262229745.37516797,6667244.481575719,62119229.99164578,-92.875,-93.1666030883789,1.631600022315979,-1.8690999746322632,[0. 0. 0.],[0. 0. 0. 1.],6.76620379035099,-3.1405037934027478,"(21, 11)",306371.4286608696,306347.7971003605,-200110515.65317008,1538717.948717949,3.625699996948242,-3.1405037934027478,261923374.21123797,5128526.454827724,6667244.403545673,4822178.6577273635,262229745.63989884,62119229.986728765,0.1845569982035765,1770935320.8681626,1770935320.8681626
2.2440863630458745,20,1,1015408478.4582422,8587456.652591268,8892388.713456431,1015713426.4283582,10431106.66217438,9005995.24310683,-89.847900390625,-89.3947982788086,-3.1561999320983887,2.712899923324585,[0. 0. 0.],[0. 0. 0. 1.],5.378421035517765,-3.065320935954167,"(20, 1)",304948.2140173912,304931.84407552145,-1006707431.1867737,1538717.948717948,2.313100099563598,-3.065320935954167,1015408478.3779045,8892388.634314904,10431106.583032852,8587456.790239383,1015713426.5919219,9005995.405148238,0.18377355209213753,1770935321.549688,1770935321.549688
2.6123524121781947,21,1,1004904167.7703649,2724897.8970852895,3031274.9314051494,1005210562.3004092,4569992.880123097,65719536.974567086,-83.48889923095703,-82.7020034790039,-0.6136999726295471,-0.167600005865097,[0. 0. 0.],[0. 0. 0. 1.],5.464760744195486,-2.6613607045226337,"(21, 1)",306395.34192204475,306376.624474159,-939491025.5940753,1538717.948717948,2.803400039672852,-2.6613607045226337,1004904167.4804686,3031274.852263622,4569992.80098157,2724898.227789463,1005210562.8223907,65719537.2283153,0.1906963440730795,1770935321.6111126,1770935321.6111126
2.951579008775951,30,1,1003213390.3899882,67164549.86081995,251867.88012309777,1003517138.6343188,1790585.8288410464,64026114.37073743,-83.97370147705078,-83.8208999633789,-1.1445000171661377,1.1370999813079834,[0. 0. 0.],[0. 0. 0. 1.],5.318561597208403,-2.209361596445463,"(30, 1)",303748.8418970108,-66912682.41686698,-939491024.3577222,1538717.9487179487,3.1092000007629395,-2.209361596445463,1003213390.2368789,251867.8009815705,1790585.7496995192,67164550.21784855,1003517139.0787759,64026114.72105368,0.1993512997108259,1770935321.6755435,1770935321.6755435
2.8204452543396044,31,1,1000989904.6780837,62703777.99137034,63007589.03396925,1001293735.1202625,64546306.9826872,61802712.4063908,-88.27449798583984,-87.64399719238281,-2.4735000133514404,1.9297000169754028,[0. 0. 0.],[0. 0. 0. 1.],5.403218332373771,-2.5091183815833658,"(31, 1)",303830.64465653896,303810.7378054932,-939491022.6362178,1538717.9487179443,2.8940999507904053,-2.5091183815833658,1000989904.6599557,63007588.954827726,64546306.90354567,62703778.21702223,1001293735.3046123,61802712.66839443,0.18672026021932314,1770935321.738362,1770935321.738362
4.626994719103019,20,2,1259402364.6761913,44507464.377975225,44811747.6951892,1259706681.0602255,46350465.64390715,51350025.46592477,-84.39839935302734,-84.14399719238281,-7.679599761962891,7.194399833679199,[0. 0. 0.],[0. 0. 0. 1.],5.780256972993651,-1.0172569615495588,"(20, 2)",304316.8288009167,304282.8525641039,-1208356655.5864384,1538717.9487179518,4.763000011444092,-1.0172569615495588,1259402364.5958536,44811747.60867388,46350465.55739183,44507464.756109774,1259706681.4246545,51350025.83821615,0.20033415279309894,1770935321.7937634,1770935321.7937634
4.075754066838816,21,2,1248897869.693442,38645216.66943745,38953903.14390715,1249206584.6712012,40492621.0926251,40849924.50774917,-91.8812026977539,-89.16320037841797,-4.403200149536133,3.777400016784668,[0. 0. 0.],[0. 0. 0. 1.],6.2983455293594135,-2.0842456453262104,"(21, 2)",308715.7107620239,308686.33563702554,-1208356660.4223006,1538717.9487179443,4.214099884033203,-2.0842456453262104,1248897869.4035459,38953903.05739183,40492621.006109774,38645216.721754804,1249206585.1143079,40849924.692007214,0.1834285423089946,1770935321.8551602,1770935321.8551602
4.357034619986641,30,2,1246207052.2489629,34867905.631578974,35172012.11826612,1246511189.4334023,36710730.06698407,38154530.97386222,-85.1780014038086,-85.51679992675781,-5.495699882507324,4.834400177001953,[0. 0. 0.],[0. 0. 0. 1.],5.370857095168491,-0.8507569784387545,"(30, 2)",304137.7923426628,304106.02276141196,-1208356658.544296,1538717.9487179518,4.520100116729736,-0.8507569784387545,1246207052.0958536,35172012.0317508,36710729.98046875,34867906.008989386,1246511189.8881962,38154531.34390024,0.19786735461977498,1770935321.9201405,1770935321.9201405
5.037122037359093,31,2,1255983854.9985967,42406821.75984949,42712869.49006099,1256289938.2368731,44251587.438778944,47933281.092292376,-90.29730224609376,-90.56390380859376,-6.824699878692627,6.137400150299072,[0. 0. 0.],[0. 0. 0. 1.],5.909298044654857,-0.8369980873794667,"(31, 2)",306083.2801232338,306047.5197816491,-1208356657.057542,1538717.9487179518,5.072299957275391,-0.8369980873794667,1255983854.9804688,42712869.40354567,44251587.35226362,42406821.88376402,1256289938.260592,47933281.20304988,0.18340839985343524,1770935321.9933608,1770935321.9933608
6.552109821947357,20,3,1515395794.163371,30345443.869950306,30653526.554121986,1515703920.7422707,32192244.502839934,38481613.90223814,-90.67459869384766,-90.12329864501952,-0.461899995803833,0.4293000102043152,[0. 0. 0.],[0. 0. 0. 1.],8.333480663273496,-1.718280620548887,"(20, 3)",308126.78410458565,308082.4631911069,-1477222306.815906,1538717.948717948,6.615200042724609,-1.718280620548887,1515395794.0830333,30653526.454827726,32192244.403545674,30345443.99163662,1515703920.867138,38481614.05123197,0.18341404458702737,1770935322.0498564,1770935322.0498564
5.980954240805559,21,3,1503891275.1421604,23484381.9599343,23788598.6695066,1504195530.914996,25327316.61822455,26973218.926760487,-84.48079681396484,-84.997802734375,2.411099910736084,-2.8571999073028564,[0. 0. 0.],[0. 0. 0. 1.],8.658882207513464,-2.4574824043518433,"(21, 3)",304256.70134711266,304216.21469350904,-1477222312.2308197,1538717.9487179518,6.201399803161621,-2.4574824043518433,1503891274.8522642,23788598.570212338,25327316.51893029,23484382.35551883,1504195531.5536113,26973219.322791465,0.1999657069585191,1770935322.110092,1770935322.110092
6.363648073056877,31,3,1668974039.2934692,50810430.27379858,51116988.09258352,1669280639.3959663,52655706.041301474,57625510.27373266,-98.5802001953125,-97.10099792480467,0.3761999905109405,-0.8931000232696533,[0. 0. 0.],[0. 0. 0. 1.],8.413408825323614,-2.073608944342169,"(31, 3)",306599.9505457878,306557.8049879819,-1611655129.018931,1538717.9487179518,6.339799880981445,-2.073608944342169,1668974039.2753413,51116987.99328926,52655705.942007214,50810430.18830128,1669280639.225887,57625510.206956126,0.18806063643034426,1770935322.408817,1770935322.408817
4.937047734648646,20,4,1954467188.3941412,6355903.489518701,6662316.614963587,1954773635.2410452,8201034.563681536,7036459.646398101,-90.45600128173828,-90.17140197753906,-2.657900094985962,2.899199962615967,[0. 0. 0.],[0. 0. 0. 1.],5.9957967768636635,-0.9953967104879311,"(20, 4)",306447.0496544838,306412.90126702655,-1947737175.5746708,1538717.948717949,5.000400066375732,-0.9953967104879311,1954467188.3138034,6662316.518930288,8201034.467648237,6355903.6176632615,1954773635.363458,7036459.7887870595,0.18342888377377797,1770935322.5002015,1770935322.5002015
4.32105500517067,21,4,1954879608.4754944,11413031.13169017,11718590.653425125,1955185196.7015982,13257308.602143075,7448016.553449838,-83.88880157470703,-83.73419952392578,0.6881999969482422,-0.8568000197410583,[0. 0. 0.],[0. 0. 0. 1.],6.075795992695039,-1.5413960064279495,"(21, 4)",305589.1301083565,305559.05073116906,-1947737180.3948832,1538717.94871795,4.53439998626709,-1.5413960064279495,1954879608.1855981,11718590.557391826,13257308.506109776,11413031.506660657,1955185197.3157065,7448016.920823317,0.19891173668225892,1770935322.5610824,1770935322.5610824
6.548702391698128,30,4,1952188622.7617843,7635149.014476041,7939528.153425126,1952493044.7341495,9478246.102143075,4755860.8593494175,-81.31659698486328,-81.37960052490234,-0.6826000213623047,0.5392000079154968,[0. 0. 0.],[0. 0. 0. 1.],5.940327473034791,0.6715723797178947,"(30, 4)",304422.24747109413,304379.00641025696,-1947737183.947442,1538717.948717949,6.6118998527526855,0.6715723797178947,1952188622.608675,7939528.057391827,9478246.006109776,7635149.05098157,1952493044.856146,4755860.908703926,0.12275796001244581,1770935322.62456,1770935322.62456
4.632532191748341,31,4,1948967396.6652646,2175647.6279952894,2481082.640604613,1949272863.0601168,4019800.589322562,1535685.9308399812,-83.4072036743164,-83.3156967163086,-1.708899974822998,1.659600019454956,[0. 0. 0.],[0. 0. 0. 1.],6.018622700489663,-1.284122769154214,"(31, 4)",305466.6528944969,305434.5703125,-1947737177.0301244,1538717.948717949,4.734499931335449,-1.284122769154214,1948967396.6471367,2481082.544571314,4019800.493289263,2175647.974258814,1949272863.3000312,1535686.269906851,0.19494382024392326,1770935322.6886766,1770935322.6886766
2.194410446741059,20,5,2186160441.5992694,45155397.10880481,45459680.62555493,2186464740.914735,46998398.57427287,37078336.49794385,-88.1874008178711,-88.70580291748047,-4.5970001220703125,4.12939977645874,[0. 0. 0.],[0. 0. 0. 1.],3.059692769990478,-0.7021926936965328,"(20, 5)",304299.5981068611,304282.64911358804,-2149386404.105946,1538717.9487179443,2.3575000762939453,-0.7021926936965328,2186160441.518932,45459680.300981574,46998398.24969952,45155397.651867986,2186464741.1170387,37078337.011092745,0.1854822970025093,1770935322.78775,1770935322.78775
