range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,r_iw_a_ifo002,q_ai_ifo002,r_iw_a_ifo003,q_ai_ifo003,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
4.70151979958137,11,2,56243911.14824239,26915754.50917504,27299480.066984072,56627670.28692099,28838198.01570202,58166397.082762174,-86.35169982910156,-86.32039642333984,-6.05079984664917,5.505000114440918,[-0.0583616   0.05195582  0.12972056],[1.40186360e-02 2.58909856e-03 4.81414679e-04 9.99898263e-01],[0.02160986 2.25931845 0.11050571],[-0.00340998  0.00229301  0.00141482  0.99999056],[ 0.00984598 -2.03695007  0.14003171],[ 5.76839366e-03 -5.03068859e-03 -7.22881734e-04  9.99973436e-01],4.757016391751552,-0.0554965921701819,"(11, 2)",383759.5465244353,383725.1320863366,1538726.806640625,1538717.948717948,4.826000213623047,0.0689838218714946,56243911.07021234,27299479.98046875,28838197.929186694,26915754.848382413,56627670.61673678,58166397.4233774,0.1931097675351352,0.7092134952545166
4.368523205513892,10,2,133361755.70276786,36606668.19859545,36910882.31057382,133666000.85013334,38449600.25929177,135204728.32305428,-82.19560241699219,-82.2333984375,-6.532199859619141,6.100100040435791,[-0.05844698  0.05189155  0.12973651],[1.39071278e-02 2.54110674e-03 5.32226323e-04 9.99899920e-01],[0.02149324 2.25916208 0.11035212],[-0.00346361  0.00200563  0.00124367  0.99999122],[ 0.00992685 -2.03679782  0.14025445],[ 0.00757099 -0.00505394 -0.00222454  0.99995609],4.348432619548558,0.0200905859653337,"(10, 2)",304245.417668283,304213.8358874172,1538727.479592353,1538717.9487179518,4.450200080871582,0.1017674613230239,133361755.62149438,36910882.224058494,38449600.172776446,36606668.38817108,133666001.03916268,135204728.51875502,0.1665907086368868,1.7117507457733154
2.548996385022064,30,11,162915810.26178315,303414837.0391433,303719784.5456783,163220774.54310188,305258502.49439627,164759491.30407193,-91.44609832763672,-93.28279876708984,0.4600000083446502,-1.0951999425888062,[-0.05851259  0.05194755  0.12971022],[1.40104941e-02 2.52193712e-03 4.56941221e-04 9.99898555e-01],[0.02159937 2.25925379 0.11046071],[-0.00347175  0.00225827  0.00119651  0.9999907 ],[ 0.00990028 -2.03674879  0.14020044],[ 0.00763877 -0.00505982 -0.00218388  0.99995564],2.4625833484964765,0.0864130365255873,"(30, 11)",304964.52135917544,304947.36891525984,1538716.6654146612,1538717.9487179518,2.6084001064300537,0.1458167579335771,162915810.10867387,303719784.46764827,305258502.4163662,303414837.098733,163220774.63003305,164759491.2954477,0.1840172383420922,2.835312604904175
2.0514461629139658,11,31,2455180914.353372,97228334.26090764,97534672.30628891,2455487266.013457,99073390.25500686,2457025983.584563,-84.9529037475586,-83.52020263671875,0.0557999983429908,-0.0948999971151351,[-0.05848105  0.0519731   0.12978209],[0.01473384 0.00300015 0.00100071 0.99988644],[0.02139488 2.25923777 0.11031215],[-0.00338576  0.00203678  0.00112135  0.99999156],[ 0.00998573 -2.03677358  0.1402036 ],[ 0.0076414  -0.00499428 -0.00220202  0.9999559 ],2.0938908364248863,-0.0424446735109205,"(11, 31)",306352.06956100464,306337.7341246009,1538717.494866848,1538717.9487179518,2.1617000102996826,0.0678091738747963,2455180914.275341,97534672.28816104,99073390.236879,97228334.55403644,2455487266.3449025,2457025983.8397694,0.2002178285517985,3.1043622493743896
4.635428886022886,11,5,3598229488.071318,7300264.338799548,7604480.305042102,3598533735.735186,9143198.25376005,3600072457.5486817,-83.83429718017578,-83.59410095214844,-3.041599988937378,2.774399995803833,[-0.05837928  0.05187728  0.12979421],[1.42311071e-02 2.63436616e-03 7.50981276e-04 9.99894942e-01],[0.02145682 2.25918978 0.11036738],[-0.00346654  0.00207623  0.00111321  0.99999122],[ 0.01003403 -2.03682956  0.1402187 ],[ 0.00761496 -0.00504052 -0.00220994  0.99995586],4.627358941075375,0.0080699449475112,"(11, 5)",304248.0781750679,304214.9783403445,1538722.127278328,1538717.948717948,4.83620023727417,0.2088412961987948,3598229487.993288,7604479.98046875,9143197.929186698,7300265.002128405,3598533736.071463,3600072458.1987414,0.1982942472077021,4.245964765548706
2.162530002734795,21,11,3650254039.565235,2437351167.6392674,2437655209.2251663,3650558094.942903,2439193927.1738844,3652096809.65566,-84.77290344238281,-85.82369995117188,2.1624999046325684,-2.382299900054932,[-0.05840636  0.05196034  0.12979731],[1.40679834e-02 2.56285787e-03 5.24890494e-04 9.99897601e-01],[0.02159895 2.25928767 0.11041596],[-0.00343428  0.00213288  0.00127249  0.99999102],[ 0.01001211 -2.03679129  0.14025259],[ 0.00771768 -0.00508121 -0.00216424  0.99995497],2.220493048559863,-0.0579630458250681,"(21, 11)",304056.2869338989,304041.1376953125,1538714.4431090355,1538717.948718071,2.3738999366760254,0.1534068881161623,3650254039.275339,2437655209.147136,2439193927.0958543,2437351168.009441,3650558095.562273,3652096810.005382,0.1981961512036737,4.966994285583496
2.795378066573605,10,21,3624048558.587382,938192767.992044,938502068.4113904,3624357878.252603,940040786.3601084,3625896599.144059,-103.61080169677734,-101.5696029663086,-2.38129997253418,2.235100030899048,[-0.05863037  0.05188357  0.12977933],[0.01452826 0.00302217 0.00101394 0.99988937],[0.02145394 2.25915682 0.11034467],[-3.54174586e-03  2.15781949e-03  9.72042118e-04  9.99990921e-01],[ 0.00997309 -2.03679757  0.14023929],[ 0.00766113 -0.00505946 -0.00226947  0.99995528],2.5556234968090834,0.2397545697645218,"(10, 21)",309319.614508152,309300.00500798225,1538721.156976223,1538717.9487179518,2.8417999744415283,0.2861764776324449,3624048558.506108,938502068.1214944,940040786.0702122,938192768.1164864,3624357878.120616,3625896599.2775927,0.1898458584769664,5.223608493804932
3.591571883454112,11,1,4701200521.725164,46976051.72847606,47280850.25191797,4701505344.758412,48819568.20063592,4703044065.444473,-86.6802978515625,-86.74859619140625,-1.6269999742507937,1.475200057029724,[-0.0583505   0.05194453  0.12976342],[1.41002291e-02 2.53844347e-03 4.56756316e-04 9.99897250e-01],[0.02144958 2.25920122 0.11026631],[-0.00351313  0.00206264  0.00104556  0.99999116],[ 0.00996475 -2.03682659  0.14017452],[ 0.00761753 -0.00505945 -0.0022132   0.99995574],3.738135355909171,-0.146563472455059,"(11, 1)",304823.4205980301,304798.13013321906,1538720.6874752045,1538717.9487179443,3.7084999084472656,-0.0296354474619051,4701200521.647135,47280850.172776446,48819568.12149439,46976052.04264323,4701505345.067733,4703044065.755208,0.1913318991774966,5.351864576339722
1.916247474705504,11,20,4989114383.904653,557518198.5412503,557822500.8941398,4989418698.515377,559361218.8428577,4990957413.785001,-80.7573013305664,-80.92220306396484,1.6875,-1.8690999746322632,[-0.05838207  0.0518695   0.12969157],[1.39388064e-02 2.51515454e-03 5.69996864e-04 9.99899524e-01],[0.02147298 2.25918792 0.1102483 ],[-0.0035434   0.00205105  0.0010545   0.99999106],[ 0.00996096 -2.03679725  0.14015494],[ 0.00760559 -0.00502776 -0.00221456  0.99995599],1.9444525124593912,-0.0282050377538871,"(11, 20)",304314.6221456528,304302.3681640625,1538715.2725610733,1538717.9487179518,1.9155000448226929,-0.0289524676366983,4989114383.826623,557822500.8138021,559361218.7625201,557518198.4456381,4989418698.448769,4990957413.72133,0.091643553205657,5.637758731842041
4.652037930404189,10,3,4328029167.561739,62915451.81845363,63221138.73360916,4328334885.286633,64759856.68232712,4329873602.054313,-84.17510223388672,-84.67449951171875,0.4377000033855438,-0.6657999753952026,[-0.05860605  0.05198902  0.12972689],[0.01431827 0.00252057 0.0010438  0.99989377],[0.02155664 2.25930433 0.11050932],[-0.00327344  0.0022772   0.0012511   0.99999126],[ 0.00995346 -2.03671876  0.14022765],[ 0.00766885 -0.00507678 -0.00219183  0.9999553 ],4.577233182077353,0.0748047483268363,"(10, 3)",305718.1803388596,305686.4264072478,1538716.7906150818,1538717.9487179518,4.792799949645996,0.2155667675686432,4328029167.480466,63221138.6343149,64759856.58303285,62915452.20790765,4328334885.660805,4329873602.45142,0.2003756245403161,5.94819712638855
