timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.24193048477172852,-1.1674176156520843e-05,5.6296461820602415e-05,-4.31446522474289e-05
0.25791335105895996,-1.1688901484012604e-05,5.6558030843734735e-05,-4.336339831352235e-05
0.2700386047363281,-1.1453290283679962e-05,5.6499904394149775e-05,-4.3232151865959175e-05
0.28591251373291016,-1.1998141556978226e-05,5.626739859580993e-05,-4.339256286621094e-05
0.3019134998321533,-1.1983415484428406e-05,5.6049424409866326e-05,-4.340714514255525e-05
0.3139359951019287,-1.1850883811712263e-05,5.631099343299865e-05,-4.346547722816468e-05
0.32991695404052734,-1.1629998683929443e-05,5.6238335371017455e-05,-4.3844634294509896e-05
0.34192419052124023,-1.1733078211545944e-05,5.657256245613098e-05,-4.340714514255525e-05
0.3579142093658447,-1.1644724756479263e-05,5.6601625680923456e-05,-4.340714514255525e-05
0.37392282485961914,-1.2027592957019806e-05,5.6514436006546014e-05,-4.346547722816468e-05
0.38603901863098145,-1.2086495757102966e-05,5.6194740533828734e-05,-4.3698805570602426e-05
0.40192627906799316,-1.1615273356437685e-05,5.636911988258361e-05,-4.329048395156861e-05
0.41394615173339844,-1.2086495757102966e-05,5.6296461820602415e-05,-4.399046599864961e-05
0.4299170970916748,-1.1836159229278564e-05,5.641271471977233e-05,-4.377171993255616e-05
0.4579141139984131,-1.1791981011629105e-05,5.6398183107376095e-05,-4.423837363719941e-05
0.4699251651763916,-1.2042318284511566e-05,5.673241019248962e-05,-4.399046599864961e-05
0.48595309257507324,-1.1585821956396104e-05,5.67614734172821e-05,-4.4034212827682505e-05
0.49803924560546875,-1.1541644483804704e-05,5.6558030843734735e-05,-4.4661277532577525e-05
0.5139143466949463,-1.1629998683929443e-05,5.686319470405578e-05,-4.38592165708542e-05
0.5259683132171631,-1.2130672484636308e-05,5.642724633216858e-05,-4.364047348499299e-05
0.541919469833374,-1.1821433156728744e-05,5.665975213050842e-05,-4.353839159011842e-05
0.5619175434112549,-1.1880335956811905e-05,5.65434992313385e-05,-4.38883811235428e-05
0.573937177658081,-1.1468015611171724e-05,5.6441777944564816e-05,-4.330506622791291e-05
0.5859131813049316,-1.1895062029361725e-05,5.664522051811218e-05,-4.3596726655960095e-05
0.6059184074401855,-1.1836159229278564e-05,5.6848663091659545e-05,-4.38592165708542e-05
0.6139316558837891,-1.1453290283679962e-05,5.71247637271881e-05,-4.366964101791383e-05
0.629936695098877,-1.1703627556562424e-05,5.641271471977233e-05,-4.415087699890138e-05
0.6427106857299805,-1.1909786611795424e-05,5.664522051811218e-05,-4.387379884719849e-05
0.6587176322937012,-1.1836159229278564e-05,5.693585276603698e-05,-4.345089495182038e-05
0.6747076511383057,-1.1733078211545944e-05,5.603489279747009e-05,-4.331964850425721e-05
0.690706729888916,-1.1629998683929443e-05,5.6499904394149775e-05,-4.362589120864869e-05
0.7035548686981201,-1.1482741683721542e-05,5.65434992313385e-05,-4.301340579986573e-05
0.7195298671722412,-1.1953964829444883e-05,5.66888153553009e-05,-4.273633062839509e-05
0.735522985458374,-1.2086495757102966e-05,5.6441777944564816e-05,-4.329048395156861e-05
0.7555069923400879,-1.1880335956811905e-05,5.679053664207458e-05,-4.336339831352235e-05
0.7755048274993896,-1.1438564956188202e-05,5.6441777944564816e-05,-4.275091290473939e-05
0.783531904220581,-1.1850883811712263e-05,5.652896761894226e-05,-4.394671618938447e-05
0.7995309829711914,-1.1998141556978226e-05,5.642724633216858e-05,-4.3742555379867565e-05
0.811514139175415,-1.1688901484012604e-05,5.671787858009338e-05,-4.348005950450898e-05
