range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,r_iw_a_ifo002,q_ai_ifo002,r_iw_a_ifo003,q_ai_ifo003,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
2.548996385022064,30,11,162915810.26178315,303414837.0391433,303719784.5456783,163220774.54310188,305258502.49439627,164759491.30407193,-91.44609832763672,-93.28279876708984,0.4600000083446502,-1.0951999425888062,[-0.05851259  0.05194755  0.12971022],[1.40104941e-02 2.52193712e-03 4.56941221e-04 9.99898555e-01],[0.02159937 2.25925379 0.11046071],[-0.00347175  0.00225827  0.00119651  0.9999907 ],[ 0.00990028 -2.03674879  0.14020044],[ 0.00763877 -0.00505982 -0.00218388  0.99995564],2.4625833484964765,0.0864130365255873,"(30, 11)",304964.52135917544,304947.36891525984,1538716.6654146612,1538717.9487179518,2.6084001064300537,0.1458167579335771,162915810.10867387,303719784.46764827,305258502.4163662,303414837.098733,163220774.63003305,164759491.2954477,0.1840172383420922,2.835312604904175
2.0514461629139658,11,31,2455180914.353372,97228334.26090764,97534672.30628891,2455487266.013457,99073390.25500686,2457025983.584563,-84.9529037475586,-83.52020263671875,0.0557999983429908,-0.0948999971151351,[-0.05848105  0.0519731   0.12978209],[0.01473384 0.00300015 0.00100071 0.99988644],[0.02139488 2.25923777 0.11031215],[-0.00338576  0.00203678  0.00112135  0.99999156],[ 0.00998573 -2.03677358  0.1402036 ],[ 0.0076414  -0.00499428 -0.00220202  0.9999559 ],2.0938908364248863,-0.0424446735109205,"(11, 31)",306352.06956100464,306337.7341246009,1538717.494866848,1538717.9487179518,2.1617000102996826,0.0678091738747963,2455180914.275341,97534672.28816104,99073390.236879,97228334.55403644,2455487266.3449025,2457025983.8397694,0.2002178285517985,3.1043622493743896
3.3931219401614534,31,3,232871611.40885305,6324858.9871935295,6628847.066942498,233175621.81155184,8167565.015660447,234714338.1389132,-83.6355972290039,-84.56909942626953,0.6416000127792358,-0.7404000163078308,[-0.05849211  0.05189099  0.12971299],[1.39998361e-02 2.64289838e-03 7.13322383e-04 9.99898196e-01],[0.02148014 2.25916538 0.11035754],[-0.00352107  0.00202363  0.00117866  0.99999105],[ 0.00994031 -2.03679709  0.14027066],[ 0.00768762 -0.00501541 -0.00213595  0.99995559],3.331238527875963,0.0618834122854905,"(31, 3)",304010.714017421,303987.6145582935,1538716.4306640625,1538717.948717949,3.5064001083374023,0.1751615804614394,232871611.3907252,6628846.967648237,8167564.916366186,6324859.353089944,233175622.1047426,234714338.53540665,0.2000016367995507,3.2532780170440674
4.6625815004023,30,21,2056946331.0951176,452828389.709535,453134672.5780573,2057252645.4237623,454673390.5267752,2058791365.107693,-97.70870208740234,-97.47480010986328,-1.1194000244140625,0.6341999769210815,[-0.058431    0.0519595   0.12974438],[1.40712601e-02 2.49095134e-03 5.73492422e-04 9.99897707e-01],[0.02145935 2.25926622 0.11031953],[-0.00340919  0.0021462   0.00109143  0.99999128],[ 0.00995626 -2.03675074  0.14020613],[ 0.00768531 -0.00506197 -0.00218338  0.99995527],4.656631388258758,0.0059501121435419,"(30, 21)",306314.4781651497,306282.4112330079,1538719.8580229282,1538717.9487179518,4.748300075531006,0.0916686872722474,2056946330.9420085,453134672.288161,454673390.236879,452828389.876928,2057252645.4201736,2058791365.2781968,0.1879531356021587,4.735471248626709
4.35307655183285,30,1,3494909207.697679,56647966.605971575,56952781.34166156,3495214051.7214465,58491499.29037951,3496752770.875458,-80.77429962158203,-81.6885986328125,-1.0550999641418457,0.6398000121116638,[-0.05843231  0.0519723   0.12973476],[1.39648109e-02 2.60236462e-03 4.73322007e-04 9.99898984e-01],[0.02169365 2.25933361 0.11063637],[-0.00350336  0.0021263   0.00138608  0.99999064],[ 0.00997766 -2.0367364   0.14020258],[ 0.00768903 -0.00503856 -0.00219799  0.99995533],4.187212751800948,0.1658638000319019,"(30, 1)",304844.3603515625,304814.7504757568,1538719.05987072,1538717.9487179518,4.40399980545044,0.216787053649492,3494909207.54457,56952781.26252003,58491499.21123798,56647966.51204427,3495214051.904921,3496752770.9647923,0.1141933895768704,6.173892021179199
3.999668616431405,31,20,3218582292.498596,1212155785.5689662,1212460954.419781,3218887487.506292,1213999672.368499,3220426202.7622766,-86.4010009765625,-85.36810302734375,1.1305999755859375,-1.9045000076293943,[-0.05850758  0.05190496  0.12979183],[1.43722354e-02 2.95398321e-03 5.41769001e-04 9.99892203e-01],[0.02165427 2.25925277 0.11047353],[-0.00345381  0.0022033   0.00130209  0.99999076],[ 0.00998558 -2.03680495  0.14028695],[ 0.00769508 -0.0050994  -0.0021213   0.99995514],4.001492717332191,-0.0018241009007859,"(31, 20)",305195.3125,305168.44138121605,1538715.335161209,1538717.948718071,4.104300022125244,0.1028073047930533,3218582292.4804683,1212460954.3394432,1213999672.2881613,1212155785.898062,3218887487.7929683,3220426203.128129,0.1954784868722415,6.299384593963623
2.1305577212837665,30,10,4398589383.97973,439098434.7652208,439404488.0745627,4398895451.064375,440943206.0232807,4400434166.788314,-83.5927963256836,-82.15190124511719,1.042099952697754,-1.4723999500274658,[-0.0583168   0.05182121  0.12975956],[0.01032871 0.00523809 0.00201478 0.99993068],[0.02161741 2.25926542 0.11025668],[-0.00274204  0.00251286  0.00117658  0.9999923 ],[ 0.01035824 -2.03689651  0.14049277],[ 0.01061626 -0.00475415 -0.00438325  0.99992212],2.101838647981106,0.0287190733026605,"(30, 10)",306067.5048828125,306052.8877453804,1538715.6325120926,1538717.9487179518,2.259399890899658,0.1575612429185522,4398589383.82662,439404487.9932892,440943205.9420072,439098435.1055439,4398895451.331503,4400434166.964015,0.1852401985444715,7.136515378952026
6.565489566787242,31,0,4552471547.306287,66462172.283359945,66766467.16798611,4552775887.034344,1088774.860293807,4554314610.191727,-88.3634033203125,-89.61280059814453,-3.699199914932251,3.446799993515014,[-0.05825711  0.05173621  0.1298132 ],[0.0096167  0.005461   0.00195591 0.99993687],[0.02161618 2.25946602 0.11048924],[-0.00314517  0.00314194  0.00272982  0.99998608],[ 0.01034875 -2.03663205  0.14034979],[ 0.01138578 -0.00246708 -0.00155315  0.99993081],6.561809177593164,0.0036803891940788,"(31, 0)",304339.81871032715,304294.7465945482,1538723.14453125,-65677692.307692304,6.600100040435791,0.0382908628426275,4552471547.288159,66766467.159955926,1088774.8522636218,66462172.41336138,4552775887.10687,4554314610.251401,0.1845492475638213,7.633027791976929
4.098809124322517,31,4,4790544423.908853,44049373.1804063,44355786.16624564,4790850864.632604,45894504.11496358,4792389584.516676,-86.0509033203125,-87.29010009765625,-1.61489999294281,1.1380000114440918,[-0.05835335  0.05171206  0.13003262],[0.01040967 0.00584893 0.00226823 0.99992613],[0.02152515 2.25943572 0.11033269],[-0.00321983  0.00327318  0.00267309  0.99998588],[ 0.01022833 -2.0365992   0.14018474],[ 0.0109215  -0.00472873 -0.0043115   0.99991985],4.087094699094343,0.011714425228174,"(31, 4)",306440.946138382,306412.5256660655,1538719.983223915,1538717.9487179443,4.198100090026856,0.1110053909325134,4790544423.890725,44355786.07021234,45894504.018930286,44049373.54454628,4790850864.836864,4792389584.820087,0.1917337037713716,7.864770889282227
6.869086237708958,30,5,5265645770.197683,366111.1115898923,670578.0614523581,5265950283.56306,2209296.0101703065,5267489004.423558,-93.21520233154295,-95.42549896240234,-2.278899908065796,1.9472999572753904,[-0.05946709  0.05142437  0.13269189],[ 0.01126016 -0.00159249  0.00398175  0.99992707],[0.02173733 2.25970724 0.11113066],[-0.00449412  0.00364093  0.00247754  0.99998015],[ 0.01017659 -2.03677236  0.14069365],[ 0.01412582 -0.00268376 -0.00358331  0.99989011],6.802507477186567,0.0665787605223906,"(30, 5)",304513.5498046875,304466.317983774,1538721.0787258148,1538717.9487179485,6.984899997711182,0.1823925205246146,5265645770.044574,670577.7368790064,2209295.685596955,366111.4188952324,5265950283.594378,5267489004.673104,0.1854942181357612,8.013553380966187
4.57523514738276,21,30,6928167605.270375,667969560.8381745,668275609.9412704,6928473684.566405,669814327.8899883,6930012400.811211,-97.93779754638672,-97.29949951171876,1.2107000350952148,-1.4630999565124512,[-0.06547157  0.05451783  0.24277807],[ 0.01208305 -0.00384942  0.03091634  0.99944058],[0.02634202 2.259934   0.18369402],[-0.00525912  0.00677811  0.02477549  0.99965611],[ 0.01949096 -2.03547423  0.19592004],[-0.00280509  0.02002506  0.00577616  0.99977871],4.647952099202266,-0.0727169518195056,"(21, 30)",306079.7588644028,306048.959585309,1538716.0707130432,1538717.9487179518,4.671199798583984,0.0232476993817183,6928167604.980479,668275609.788161,669814327.736879,667969560.8285757,6928473684.739344,6930012400.810057,0.1879628595993523,8.248146057128906
3.277273965023785,30,2,5618636691.672044,16372779.911772477,16677172.374676378,5618941107.55747,18215890.32339433,5620479833.353364,-80.57550048828125,-80.57649993896484,-5.20419979095459,5.169700145721436,[-0.08045678  0.0548489   0.38117124],[0.01560471 0.00422159 0.05400665 0.99840959],[0.03213075 2.26062755 0.29966097],[-0.00507697 -0.00118562  0.04838936  0.99881434],[ 0.03325378 -2.03292182  0.30256606],[-0.00111755  0.01582472  0.02321357  0.99960418],3.2008689810513684,0.0764049839724165,"(30, 2)",304416.0031051636,304392.4967447929,1538725.7111377716,1538717.948717948,3.29229998588562,0.0914310048342517,5618636691.518934,16677172.288161058,18215890.23687901,16372779.791416263,5618941107.522039,5620479833.233177,0.0773937875271988,8.366978168487549
2.192782845360488,10,30,6937739968.843804,1016416809.3904976,1016721186.8643472,6938044361.23292,1018259904.8130652,6939583080.608265,-80.87779998779297,-81.35890197753906,-1.2944999933242798,0.9861999750137328,[-0.1158192   0.05984981  0.66512365],[0.01877307 0.01409476 0.10395831 0.99430164],[0.0474428  2.26255688 0.63062496],[-0.00770982 -0.00495553  0.11280499  0.99357409],[ 0.07527094 -2.0245107   0.59353022],[-0.00196098 -0.00860091  0.07323954  0.99727492],2.112301528616655,0.0804813167438327,"(10, 30)",304392.4967441559,304377.30055594444,1538719.4667720797,1538717.9487179518,2.232100009918213,0.119798481301558,6937739968.762531,1016721186.711238,1018259904.659956,1016416809.410682,6938044361.259275,6939583080.726048,0.1082756939681921,8.630454301834106
2.978004070048436,30,2,5869900882.377173,65986457.52955083,66290665.96441997,5870205112.211761,612973.6567276603,5871743837.882455,-81.94450378417969,-82.66639709472656,-5.39139986038208,4.883800029754639,[-0.11614976  0.06123561  0.68169184],[0.01766474 0.01113527 0.10785977 0.99394655],[0.04918851 2.26297682 0.65945571],[-0.00692616 -0.00568784  0.12020366  0.99270832],[ 0.08366235 -2.02247292  0.64209938],[-0.00271932 -0.01305595  0.08416787  0.99636161],2.9789564139192226,-0.0009523438707867,"(30, 2)",304230.331029892,304208.201872997,1538725.5859375,-65677692.307692304,3.0897998809814453,0.1108434670622227,5869900882.224064,66290665.877904646,612973.5702123397,65986457.67603165,5870205112.555094,5871743838.141031,0.1694886899627,8.659136772155762
2.027528102627335,10,30,7087438606.664317,1166115182.5420454,1166419992.9540908,7087743430.910939,1167958710.902809,7089282150.395835,-84.04620361328125,-83.42829895019531,-1.1380000114440918,0.9973999857902528,[-0.14057474  0.06310433  0.79175454],[0.01812832 0.01418315 0.13434044 0.99066752],[0.05737828 2.26573862 0.78702313],[-0.00689698 -0.00927638  0.15695119  0.98753769],[ 0.10749205 -2.01612858  0.75811888],[-0.00160187 -0.01323634  0.11725103  0.99301239],2.106449476048268,-0.078921373420933,"(10, 30)",304824.6569509506,304809.80506300926,1538719.5763225555,1538717.948718071,2.1772000789642334,0.0707506029159654,7087438606.583044,1166419992.8009815,1167958710.7496996,1166115182.9959185,7087743431.239995,7089282150.816318,0.1983881895560008,8.81121039390564
4.192873823648433,20,30,8552183294.163389,1618128089.0138867,1618432380.7746046,8552487614.566904,1619971098.7233224,8554026335.866013,-90.91570281982422,-90.60389709472656,-2.25,2.569499969482422,[-0.18916129  0.06660067  0.94871979],[0.01655344 0.0225295  0.19015625 0.98135565],[0.07027175 2.27020106 0.98140823],[ 0.00892554 -0.00939264  0.22959499  0.9731999 ],[ 0.15699463 -1.98859036  0.952964  ],[ 0.00399281 -0.01447937  0.19354667  0.98097609],4.303301290098607,-0.1104274664501741,"(20, 30)",304320.58481121063,304291.4287860393,1538721.3917264938,1538717.9487178326,4.267000198364258,-0.0363010917343489,8552183294.083052,1618432380.6214952,1619971098.570213,1618128089.1927092,8552487614.667863,8554026336.059589,0.1833993661151502,9.264918327331543
6.495147665786511,30,0,6717389480.133588,13926438.327534882,14232020.0526015,6717695105.975885,15770738.001319448,6719233827.818309,-90.05500030517578,-92.88069915771484,-2.56850004196167,2.3134000301361084,[-0.20337358  0.06556732  0.97923545],[0.01993268 0.01777664 0.1938961  0.98065834],[0.07133785 2.26265617 1.01796106],[ 0.01431902 -0.00202659  0.23496886  0.97189515],[ 0.16488428 -1.9715803   0.98656523],[ 0.00386751 -0.01673763  0.19720762  0.98021122],6.3038494534841085,0.191298212302402,"(30, 0)",305626.0955028534,305581.68068910204,1538721.6577777865,1538717.948717948,6.545199871063232,0.2413504175791239,6717389479.980478,14232020.044571314,15770737.993289262,13926438.363882212,6717695106.075981,6719233827.733759,0.1834976579317638,9.523211479187012
